Marca,Modelo,Tipo,Capacidade de Refrigeração Nominal (Btu/h),Consumo Anual de Energia (kWh),IDRS (Wh/Wh)
GREE,GWC24ATDXE-S3DNA1A,Split Hi-Wall,24000.0,812.9,7.51
GREE,GWC12AGC-D3DNA4G,Split Hi-Wall,12000.0,508.8,5.71
GREE,GWC24ACE-D3DNA1M,Split Hi-Wall,24000.0,45.6,3.24
GREE,GWC09ACA-D3DNA1B,Split Hi-Wall,9000.0,384.0,6.13
GREE,GWC09AGA-D3DNA4BW,Split Hi-Wall,9000.0,362.0,6.02
GREE,GWC12AGC-D3DNA4JW,Split Hi-Wall,12000.0,528.0,5.5
GREE,GWC24AGE-D3DNA4B,Split Hi-Wall,23000.0,861.9,6.52
GREE,GWC30AGEXH-S3DNA4A,Split Hi-Wall,30000.0,1238.2,6.17
Gree,GWC09ATB-D6DNA1A,Split Hi-Wall,9000.0,395.7,5.51
Gree,GWC09ATA-D6DNA1A,Split Hi-Wall,9000.0,362.6,6.01
Gree,GWC09ATA-D6DNA4C,Split Hi-Wall,9000.0,410.6,5.31
Gree,GWC12ATB-D6DNA4A,Split Hi-Wall,12000.0,536.1,5.42
Gree,GWC09ATC-D6DNA1A,Split Hi-Wall,9000.0,362.0,6.01
Gree,GWC12ATCXB-D6DNA3C,Split Hi-Wall,12000.0,415.0,7.01
Gree,GWC12AVCXB-D6DNA1D,Split Hi-Wall,12000.0,382.0,7.61
Gree,GWC18AVDXD-D6DNA1I,Split Hi-Wall,18000.0,573.0,7.61
Gree,GWC09ATA-D6DNA1AB,Split Hi-Wall,9000.0,362.0,6.01
Gree,GWC18ATD-D6DNA1AB,Split Hi-Wall,18000.0,726.0,6.01
HITACHI,RPK09C3IVQ - RAA09C3IVQ,Split Hi-Wall,9000.0,344.0,6.34
HITACHI,RPK24C3IVF - RAA24C3IVF,Split Hi-Wall,24000.0,947.0,6.14
TCL,TAC-12CHSA-FR2-INV,Split Hi-Wall,12000.0,408.0,7.25
LG,S4NQ30R43FA+S4UQ30R43FA,Split Hi-Wall,30000.0,1038.1,7.0
TECHFRIO,TECHPOPIND24K / TECHPOPOUT24K,Split Hi-Wall,24000.0,1020.0,5.9
TECHFRIO,TECHIND32K / TECHOUT32K,Split Hi-Wall,32000.0,1170.0,7.2
LIFE,LIFE30INT / LIFE30EXT,Split Hi-Wall,30000.0,1160.0,7.2
BRAVOLT,BRAVOLTIND12K / BRAVOLTOUT12K,Split Hi-Wall,12000.0,540.0,5.55
TECHFRIO,TECHECO09IND / TECHECO09OUT,Split Hi-Wall,9000.0,301.0,7.13
TECHFRIO,TECHECO12IND / TECHECO12OUT,Split Hi-Wall,12000.0,426.0,7.0
SIMPLEY,CQSPL18IIS2AX - CQSPL18EIS2AX,Split Hi-Wall,18000.0,760.0,5.73
SIMPLEY,CQSPL30IIS2AX - CQSPL30EIS2AX,Split Hi-Wall,30000.0,1256.0,5.77
EOS,EAS24001IQFI - EAS24001IQFE,Split Hi-Wall,24000.0,1020.0,5.72
EOS,EAS24001IFI - EAS24001IFE,Split Hi-Wall,24000.0,1020.0,5.72
HQ,CQHQ09IIS2BX / CQHQ09EIS2BX,Split Hi-Wall,9000.0,380.0,5.72
MDX,VIMC9KCH3S2C23 / VIMC9KCH3S2E23,Split Hi-Wall,9000.0,380.0,5.72
MDX,VIMC9KCO3S2C13 / VIMC9KCO3S2E13,Split Hi-Wall,9000.0,380.0,5.72
MDX,VIMC12KCO3S2C13 / VIMC12KCO3S2E13,Split Hi-Wall,12000.0,500.0,5.75
HQ,VIHT9KCO3S2E13 / VIHT9KCO3S2C13,Split Hi-Wall,9000.0,380.0,5.72
HQ,VIHT30KCO3S2E13 / VIHT30KCO3S2C13,Split Hi-Wall,30000.0,1256.0,5.77
HISENSE,AS-12TW2RLDTT00E,Split Hi-Wall,12000.0,524.0,5.7
HISENSE,AS-09UW2RLDTT00E,Split Hi-Wall,9000.0,396.0,6.0
VIX,AS-09TW2RLDDK01 / AS-09TW2RLD00AC,Split Hi-Wall,9000.0,388.0,5.5
VIX,AS-12TW2RLDDK02 / AS-12TW2RLD00AC,Split Hi-Wall,12000.0,510.0,5.5
HISENSE,AS-09TW2RLCMA00E/AS-09TW2RLC00C,Split Hi-Wall,9000.0,307.0,7.2
HISENSE,AS-18TW2RWPHA00E/AS-18TW2RWP00C,Split Hi-Wall,18000.0,592.0,7.2
HISENSE,AS-24TW2RBWHB00E/AS-24TW2RBW00C,Split Hi-Wall,24000.0,800.0,7.2
PIONEER,WA030GRFINV / AN030GRFINV,Split Hi-Wall,30000.0,1180.0,6.5
HISENSE,AS-18TW2RGSCK00E / AS-18TW2RGS00C,Split Hi-Wall,18000.0,803.0,5.3
Fujitsu/Airstage,ASBG18KMBA/AOBG18KMCA,Split Hi-Wall,18000.0,571.0,7.63
Fujitsu/Airstage,ASBG12CMBA/AOBG12CMCA,Split Hi-Wall,12000.0,35.3,8.23
Fujitsu/Airstage,ASBH31CMTA/AOBH31CMTA,Split Hi-Wall,31000.0,988.0,7.6
Elgin,HIQI12C2WA / HIQE12C2CA,Split Hi-Wall,12000.0,503.0,5.75
Elgin,HJQI18C2WC / HJQE18C2CC,Split Hi-Wall,18000.0,674.0,5.94
Elgin,HJQI12C2WD / HJQE12C2CD,Split Hi-Wall,12000.0,515.0,5.5
Vertys,ASIIF012A2WANV / ASIEF012A2WANV,Split Hi-Wall,12000.0,497.0,6.34
Vertys,ASIIF024A2WANV / ASIEF024A2WANV,Split Hi-Wall,24000.0,881.0,7.21
Vertys,ASIIF030A2WANV / ASIEF030A2WANV,Split Hi-Wall,30000.0,1301.0,6.04
Vertys,ASIIQ012A2WASV / ASIEQ012A2WASV,Split Hi-Wall,12000.0,389.0,7.07
Vertys,ASIIQ024A2WASV / ASIEQ024A2WASV,Split Hi-Wall,24000.0,789.0,7.0
Electrolux,JI12R/JE12R,Split Hi-Wall,12000.0,529.0,5.5
Electrolux,YE09F/YI09F,Split Hi-Wall,9000.0,397.0,5.5
Electrolux,YE18F/YI18F,Split Hi-Wall,18000.0,793.0,5.5
Electrolux,UI24R-UE24R,Split Hi-Wall,23000.0,1591.0,3.5
DAIKIN,FTKP18S5VL / RKP18S5VL,Split Hi-Wall,18000.0,573.2,7.6
DAIKIN,FTKC09T5VL / RKC09T5VL,Split Hi-Wall,9000.0,283.4,7.7
DAIKIN,FTKC18T5VL / RKC18T5VL,Split Hi-Wall,18000.0,682.0,6.4
Colormaq,AC 12K FRIO BR 220V ACC12NFBRBNAC,Split Hi-Wall,12000.0,532.0,5.58
Colormaq,AC 30K FRIO BR 220V ACC30IFBRBNAC,Split Hi-Wall,30000.0,1289.0,5.56
Midea,42AGVQI24M5 / 38AGVQI24M5,Split Hi-Wall,24000.0,843.0,6.9
Midea,38AGVCI24M5 / 42AGVCI24M5,Split Hi-Wall,24000.0,868.0,6.7
Midea,42AGVQI09M5/38AGVQI09M5,Split Hi-Wall,9000.0,357.5,6.1
Midea,38AFVCI12M8/42AFVCI12M8,Split Hi-Wall,12000.0,421.3,6.9
Midea,38MGVQI18M5/42MGVQI18M5,Split Hi-Wall,18000.0,650.7,6.7
Midea,38AGVQI12M5 / 42AGVQI12M5,Split Hi-Wall,12000.0,447.2,6.5
Midea,38MGVQI12M5 / 42MGVQI12M5,Split Hi-Wall,12000.0,447.2,6.5
Midea,38AGVCJ09M5 / 42AGVCJ09M5,Split Hi-Wall,9000.0,286.8,7.6
Midea,38EZVCA18M5 / 42EZVCA18M5,Split Hi-Wall,18000.0,573.7,7.6
Midea,38TBVCA12M5&#8203; / 42EBVCA12M5&#8203;,Split Hi-Wall,12000.0,631.9,4.6
Midea,38TAVQA09M5 / 42EFVQA09M5,Split Hi-Wall,9000.0,311.4,7.0
Midea,38TAVQA12M5 / 42EFVQA12M5,Split Hi-Wall,12000.0,415.2,7.0
AIRSTAGE,ASKA12KPBA/AOKA12KPBA,Split Hi-Wall,12000.0,50.8,5.52
AIRSTAGE,ASKA36KPBA/AOKA36KPBA,Split Hi-Wall,36000.0,1578.0,5.51
AIRSTAGE,ASKA12CPBB/AOKA12CPBB,Split Hi-Wall,12000.0,517.0,5.51
ELGIN,HJQI24C2WG/HJQE24C2CG,Split Hi-Wall,24000.0,831.0,7.0
PRIME AIR,PRIME AIR 9FC,Split Hi-Wall,9000.0,376.0,5.5
PRIME AIR,PRIME AIR 9QC,Split Hi-Wall,9000.0,376.0,5.5
PRIME AIR,PRIME AIR 12QC,Split Hi-Wall,12000.0,493.0,5.5
BRITÂNIA,BAC9FC,Split Hi-Wall,9000.0,376.0,5.5
BRITÂNIA,BAC9QC,Split Hi-Wall,9000.0,376.0,5.5
BRITÂNIA,BAC12QC,Split Hi-Wall,12000.0,493.0,5.5
PHILCO,PAC12QI,Split Hi-Wall,12000.0,869.0,3.14
PHILCO,PAC9QB,Split Hi-Wall,9000.0,376.0,5.5
PHILCO,PAC18QG,Split Hi-Wall,18000.0,724.0,5.5
PHILCO,PAC12QG,Split Hi-Wall,12000.0,493.0,5.5
PHILCO,PAC9FI,Split Hi-Wall,9000.0,640.0,3.14
HQ,HQ-INV24000FHI / HQ-INV24000FHO,Split Hi-Wall,24000.0,1055.0,5.5
HISENSE,AS-12TW2RLDDK00 / AS-12TW2RLD00,Split Hi-Wall,12000.0,475.0,5.5
HISENSE,AS-18TW2RMATT02 / AS-18TW2RMA02,Split Hi-Wall,18000.0,655.0,5.5
HISENSE,AS-30TW2RKKDA01 / 1KK030009ZNPW5678JM0005,Split Hi-Wall,30000.0,1220.0,5.5
HISENSE,AS-30TW2RKKDK01 / 1KK030009ZNPW5678JM0002,Split Hi-Wall,30000.0,1220.0,5.5
PIONEER,WA030GHFINV / AN030GHFINV,Split Hi-Wall,30000.0,1220.0,5.5
HISENSE,AS-12TW2RLRCA00 / AS-12TW2RLR00,Split Hi-Wall,12000.0,527.0,5.5
HISENSE,AS-09TW2RLCHB00 / AS-09TW2RLC00,Split Hi-Wall,9000.0,315.0,7.0
AGRATTO,ICS18QF - 02,Split Hi-Wall,18000.0,791.0,5.5
Agratto,LCST9QF-02I,Split Hi-Wall,9000.0,396.0,5.5
AGRATTO,ICS9QF-02,Split Hi-Wall,9000.0,396.0,5.5
AGRATTO,ICS24QF-02,Split Hi-Wall,24000.0,1056.0,5.5
Komeco,KOHI 09QCI 1KV,Split Hi-Wall,9000.0,396.0,5.5
AGRATTO,ZICST12QF-02,Split Hi-Wall,12000.0,415.0,7.0
AGRATTO,KNICST24QF- 02,Split Hi-Wall,24000.0,829.0,7.0
AGRATTO,ZICST18QF-02,Split Hi-Wall,18000.0,622.0,7.0
AGRATTO,LCST9F - 02I,Split Hi-Wall,9000.0,396.0,5.5
AGRATTO,LCST12F - 02I,Split Hi-Wall,12000.0,528.0,5.5
HQ,HQIT9F-02,Split Hi-Wall,9000.0,396.0,5.5
AGRATTO,LCST24F - 02I,Split Hi-Wall,24000.0,1056.0,5.5
AGRATTO,FICST30F-02I,Split Hi-Wall,30000.0,1321.0,5.5
AGRATTO,KNICST18F- 02,Split Hi-Wall,18000.0,622.0,7.0
AGRATTO,ZICST18F-02,Split Hi-Wall,18000.0,622.0,7.0
AGRATTO,ZICS30F-02,Split Hi-Wall,30000.0,1036.0,7.0
SAMSUNG,AR09DYFZAWKNAZ,Split Hi-Wall,9000.0,321.0,6.8
SAMSUNG,AR09DXFAAWKNAZ + AR09DXFAAWKXAZ,Split Hi-Wall,9000.0,312.0,7.0
SAMSUNG,AR12DXEAAWKNAZ + AR12DXEAAWKXAZ,Split Hi-Wall,12000.0,469.0,6.2
SAMSUNG,AR18DXEAAWKNAZ + AR18DXEAAWKXAZ,Split Hi-Wall,18000.0,641.0,6.8
SAMSUNG,AR50F18D1AHNAZ + AR50F18D1AHXAZ,Split Hi-Wall,18000.0,681.0,6.4
SAMSUNG,AR60F24D1BWNAZ + AR60F24D1BWXAZ,Split Hi-Wall,24000.0,868.0,6.7
SAMSUNG,AR70H18C1ABNAZ + AR70H18C1ABXAZ,Split Hi-Wall,18000.0,607.0,7.2
Gree,GWC18ATDXB-D6DNA1AB,Split Hi-Wall,18000.0,726.0,6.0
Gree,GWC12ATBXA-D6DNA1B,Split Hi-Wall,12000.0,527.5,5.51
