Marca,Modelo,Status do Modelo,Tipo,Modelo Unidade Interna,Modelo Unidade Externa,Função,Tensão (V),Rotação,Fluido Refrigerante,"Se outro fluido refrigerante, especificar",Carga do Fluido Refrigerante (g),Capacidade de Refrigeração Nominal (Btu/h),Capacidade de Refrigeração Nominal (W),Potência Consumida no Modo Espera (W),Capacidade a 35 °C e em Carga Total (W),Potência Consumida a 35 °C e em Carga Total (W),Capacidade a 35 °C e em Carga Parcial (W),Potência Consumida a 35 °C e em Carga Parcial (W),Capacidade a 29 °C e em Carga Parcial (W),Potência Consumida a 29 °C e em Carga Parcial (W),Capacidade a 29 ºC e Carga Total (W),Potência Consumida a 29 ºC e Carga Total (W) ,IDRS (Wh/Wh),Consumo Anual de Energia (kWh),Faixa de Classificação,Código de Barras,Status do Registro,Número do Registro
Gree,GWH24ACE-D6DNA1B,Incluido,Split Hi-Wall,GWH24ACE-D6DNA1B/I,GWH24ATE-D6DNA1A/O,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1100,24000,7032,2,7032.0,2260.0,3780.0,946.0,3284.0,590.0,,,6.14,947.1,A,7898303862820,Ativo,006409/2014
Gree,GWH24ATEXE-D6DNA3E,Incluido,Split Hi-Wall,GWH24ATEXE-D6DNA3E/I,GWH24AWEXE-D6DNA4E/O,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1000,24000,7032,2,7033.0,1966.0,3811.0,784.0,3249.0,497.0,,,7.01,829.0,A,7898303863735,Ativo,006409/2014
Gree,GWH24AWEXE-D6DNA4E,Incluido,Split Hi-Wall,GWH24AWEXE-D6DNA4E/I,GWH24AWEXE-D6DNA4ED/O,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1000,24000,7032,2.0,7033.0,1966.0,3811.0,784.0,3249.0,497.0,,,7.01,829.0,A,7898303863537,Ativo,006409/2014
Gree,GWH09ATA-D6DNA1AB,Incluido,Split Hi-Wall,GWH09ATA-D6DNA1AB/I,GWH09ATA-D6DNA1AB/O,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,600,9000,2637,1.0,2637.0,789.0,1391.0,362.0,1209.0,227.2,,,6.01,362.0,B,7898303864152,Ativo,006409/2014
Gree,GWH24ATE-D6DNA1AB,Incluido,Split Hi-Wall,GWH24ATE-D6DNA1AB/I,GWH24ATE-D6DNA1AB/O,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1100,24000,7032,2.0,7032.0,2250.0,3775.0,920.0,3253.0,584.6,,,6.01,967.0,B,7898303864336,Ativo,006409/2014
Samsung,AR24NSPXBWKNAZ,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7892509099752,Ativo,003908/2018
SAMSUNG,AR18TSEABWKNAZ,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7892509115322,Ativo,003908/2018
Samsung,AR09ASHABWKNAZ,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7892509118590,Ativo,003908/2018
BRITÂNIA,BAC12000TFM12,Incluido,Split Hi-Wall,BAC12000TFM12,BAC12000TFM12,Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,730,12000,3500,2.5,3580.0,1082.0,,,,,,,3.14,845.0,F,7899963908613,Ativo,000945/2021
PHILCO,PAC12000TFM12,Incluido,Split Hi-Wall,PAC12000TFM12,PAC12000TFM12,Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,730,12000,3500,2.5,3300.0,1230.0,,,,,3500.0,1025.0,3.14,869.0,F,7891356097492,Ativo,000945/2021
Consul/CBJ22EBBNA/CBM22EBBNA,CBJ22E,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7891129264892,Ativo,000861/2012
Consul/CBF09EBBNA/CBG09EBBNA,CBF09E,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7891129264557,Ativo,000860/2012
Consul/CBF18EBBNA/CBG18EBBNA,CBF18E,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7891129264830,Ativo,000860/2012
CONSUL,CBK12D / CBL12D,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7891129552029,Ativo,000860/2012
CONSUL,CBK18C / CBL18C,Incluido,Split Hi-Wall,CBK18C,CBL18C,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,640g / 600g / 690g,18000,5270,1,527.0,1815.0,2640.0,709.0,2640.0,468.0,,,6,72.7,A,7891129549258,Ativo,000860/2012
CONSUL,CBK12E / CBL12E,Incluido,Split Hi-Wall,CBK12E,CBL12E,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,540,12000,3520,5,3520.0,1135.0,1760.0,415.0,1760.0,314.0,,,5.50,529.0,A,7891129571563,Ativo,000860/2012
VG,VG60CASINT2 - VG60ASEXT2,Incluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,001336/2021
Carrier,38TVQA18515MC / 40KVQA18C5,Incluido,Split Cassete,40KVQA18C5,38TVQA18515MC,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1100,18000,5274,4,5275.0,1653.0,2796.0,744.0,2479.0,479.0,,,5.70,765.0,A,7898554877109,Ativo,003160/2021
Carrier,38TVQA22515MC / 40KVQA22C5,Incluido,Split Cassete,40KVQA22C5,38TVQA22515MC,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1450,23000,6739,4,6741.0,1961.0,3573.0,834.0,3168.0,532.0,,,6.50,857.0,A,7898554877116,Ativo,003160/2021
Carrier,38TVQA18515MC / 40KVQOA18C5,Incluido,Split Cassete,40KVQOA18C5,38TVQA18515MC,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1075,18000,5274,4,5275.0,1599.0,2796.0,700.0,2479.0,451.0,,,6.00,727.0,A,7898554877086,Ativo,003160/2021
Carrier,38CQVB30515MC /  40KVQC30C5,Incluido,Split Cassete,40KVQC30C5,38CQVB30515MC,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,2325,29000,8497,6,8499.2,2532.7,4504.6,1182.1,3994.6,747.8,,,6.00,117.1,A,7898554875266,Ativo,003160/2021
Carrier,38CQVB36515MC / 42ZQVC36C5,Incluido,Split Piso-teto,42ZQVC36C5,38CQVB36515MC,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,3225,34000,9962,6,9964.5,3277.8,5281.2,1508.6,4683.3,953.8,,,5.50,1497.0,A,7898554875273,Ativo,003161/2021
HISENSE,Split Piso Inverter Quente e Frio,Incluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,000739/2021
AGRATTO,ACS22FR4 - 02,Incluido,Split Hi-Wall,ACS22FIR4-02,ACS22FER4-02,Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,1000,22000,6446,1,6446.0,2300.0,,,,,6800.0,1834.0,3.50,1522.0,E,7898461966293,Ativo,005005/2015
AGRATTO,FACS18FR4- 02,Incluido,Split Hi-Wall,FACS18FIR4,FACS18FER4,Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,850,18000,5274,1,5274.0,1790.0,,,,,5680.0,1491.0,3.50,1243.0,E,7898461977770,Ativo,005005/2015
TECHFRIO,PT-55INVE / PT-55INVC,Incluido,Split Piso-teto,PT-55INVE,PT-55INVC,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,3500,56000,16450,8.0,15306.0,5081.0,7926.0,1730.0,,,,,5.50,2329.0,A,,Ativo,003122/2023
HISENSE,AUV-60TR2RNCA / AUW-60T2RN,Incluido,Split Piso-teto,AUV-60TR2RNCA,AUW-60T2RN,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,3500,55000,16120,8,16039.0,5923.0,7846.0,1985.0,7725.0,1375.0,,,5.50,2345.0,A,,Ativo,003122/2023
HISENSE,AW-10CWBRVGU00,Incluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,001749/2023
HISENSE,AW-12CR2RWGU00,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,380,12000,3500,0.8,3445.0,1040.0,,,,,3686.0,95.1,3.21,819.0,A,,Ativo,001749/2023
TRANE,4TXK6518G1000AA (Condensadora); 4MXC6518G1000AA (Evaporadora Cassete);,Incluido,Split Cassete,4MXC6518G1000AA ,4TXK6518G1000AA ,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1200,17000,4980,15.0,5083.0,1862.0,2821.0,737.0,2475.0,567.0,,,4.13,1017.0,D,0751320797391,Ativo,002175/2022
Trane,4TXK6548G1000AA (Condensadora); 4MXX6548G1000AA (Evaporadora Piso-Teto);,Incluido,Split Piso-teto,4MXX6548G1000AA ,4TXK6548G1000AA ,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,2650,47000,13770,15.0,13788.0,5450.0,7111.0,1516.0,6661.0,1397.0,,,4.06,2808.0,D,0751320797421,Ativo,002176/2022
TRANE,4TXK6560G1000AA (Condensadora); 4MXX6560G1000AA (Evaporadora Piso-Teto);,Incluido,Split Piso-teto,4MXX6560G1000AA ,4TXK6560G1000AA ,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,4600,54000,1582,15.0,13914.0,6133.0,7341.0,2007.0,8026.0,1732.0,,,4.53,2703.0,E,0751320797438,Ativo,002176/2022
TCL,TAC-18CTG2X-INV,Incluido,Split Hi-Wall,TAC-18CTG2X-INV,TAC-18CTG2X-INV,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,500,18000,5274,8.0,5323.0,1951.0,2510.0,584.0,2552.0,438.0,,,5.60,786.0,A,,Ativo,003924/2024
TCL,TAC-12CFG3W-INV,Incluido,Split Hi-Wall,TAC-12CFG3W-INV,TAC-12CFG3W-INV,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,480,12000,3516,6.0,3434.0,1042.0,1715.0,331.0,1637.0,230.0,,,7.05,403.0,A,,Ativo,003924/2024
TCL,TAC-12CFG3B-INV,Incluido,Split Hi-Wall,TAC-12CFG3B-INV,TAC-12CFG3B-INV,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,480,12000,3516,6.0,3434.0,1042.0,1715.0,331.0,1637.0,230.0,,,7.05,403.0,A,,Ativo,003924/2024
TCL,TAC-18CTG3-INV,Incluido,Split Hi-Wall,TAC-18CTG3-INV,TAC-18CTG3-INV,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,470,18000,5274,8.0,5100.0,1660.0,2743.0,575.0,2515.0,370.0,,,7.00,602.0,A,,Ativo,003924/2024
TCL,TAC-24CTG3-INV,Incluido,Split Hi-Wall,TAC-24CTG3-INV,TAC-24CTG3-INV,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,750,24000,7032,8.0,6779.0,2214.0,3650.0,729.0,3490.0,493.0,,,7.01,799.0,A,,Ativo,003924/2024
TCL,TAC-18CHTG2-INV,Incluido,Split Hi-Wall,TAC-18CHTG2-INV,TAC-18CHTG2-INV,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,825,18000,5274,8.0,5234.0,2009.0,2617.0,609.0,2472.0,410.0,,,6.01,72.0,A,,Ativo,010161/2022
TRONOS,ASW-12C5A2 / QCR3DI-C4,Incluido,Split Hi-Wall,ASW-12C5A2,QCR3DI-C4,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,400,12000,3516,5,3500.0,1300.0,1500.0,370.0,1695.0,295.0,,,5.50,526.0,A,,Ativo,011435/2025
TRONOS,ASW-18E3D2 / QCR3DI-C0,Incluido,Split Hi-Wall,ASW-18E3D2,QCR3DI-C0,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,580,18000,5274,5,5040.0,1790.0,2700.0,576.0,2800.0,440.0,,,6,694.0,A,,Ativo,011435/2025
AUFIT,AUF-09COQG,Incluido,Split Hi-Wall,AUF-09COQG-IDU	,AUF-09COQG-ODU	,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,400,12000,3500,5,4041.8,1252.4,1743.8,414.0,1666.8,299.3,,,5.69,587.0,A,,Ativo,011127/2025
AUFIT,AUF-18COQG,Incluido,Split Hi-Wall,AUF-18COQG-IDU,AUF-18COQG-ODU,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,580,18000,5250,5,5168.8,1785.9,2576.3,548.6,2807.7,456.7,,,5.69,751.0,A,,Ativo,011127/2025
KOMECO / KOHI 18QC CC / KOHI 18QC,KOMECO / KOHI 18QC CC / KOHI 18QC,Incluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,003469/2014
KOMECO / KOHI 24QC CC / KOHI 24QC,KOMECO / KOHI 24QC CC / KOHI 24QC,Incluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,003469/2014
KOMECO / KOHI 12QC CP / KOHI 12QC,KOMECO / KOHI 12QC CP / KOHI 12QC,Incluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,003469/2014
KOMECO / KOHI 18QC CP / KOHI 18QC,KOMECO / KOHI 18QC CP / KOHI 18QC,Incluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,003469/2014
KOMECO / KOHI 18QC BB / KOHI 18QC,KOMECO / KOHI 18QC BB / KOHI 18QC,Incluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,003469/2014
TRONOS,ASW-09B6E2 / QCR3DI-C0,Incluido,Split Hi-Wall,ASW-09B6E2,QCR3DI-C0,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,260,9000,2637,5,1920.0,805.0,1500.0,416.0,1170.0,222.0,,,6,264.0,A,,Ativo,011435/2025
SAMSUNG,AR09BVFAAWKNAZ,Incluido,Split Hi-Wall,AR09BVFAAWKNAZ,AR09BVFAAWKXAZ,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,500,9000,2640,2,2960.0,982.1,1320.0,319.2,1450.0,232.4,,,6,364.0,A,7892509124874,Ativo,008048/2022
SAMSUNG,AR09BSEAAMGNAZ,Incluido,Split Hi-Wall,AR09BSEAAMGNAZ,AR09BSEAAMGXAZ,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,880,9000,2640,2,2610.0,733.3,1310.0,250.8,1250.0,168.5,,,7,312.0,A,7892509124782,Ativo,008048/2022
SAMSUNG,AR12BSEAAMGNAZ,Incluido,Split Hi-Wall,AR12BSEAAMGNAZ,AR12BSEAAMGXAZ,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,880,12000,3520,2,3760.0,1287.5,1890.0,400.8,1890.0,287.8,,,6,485.0,A,7892509124966,Ativo,008048/2022
SAMSUNG,AR09BSEAAWKNAZ,Incluido,Split Hi-Wall,AR09BSEAAWKNAZ,AR09BSEAAWKXAZ,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,880,9000,2640,2,2610.0,733.3,1310.0,250.8,1250.0,168.5,,,7,312.0,A,7892509124812,Ativo,008048/2022
SAMSUNG,AR12BSEAAWKNAZ,Incluido,Split Hi-Wall,AR12BSEAAWKNAZ,AR12BSEAAWKXAZ,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,880,12000,3520,2,3760.0,1287.5,1890.0,400.8,1890.0,287.8,,,6,485.0,A,7892509124997,Ativo,008048/2022
SAMSUNG,AR12BSHZCWKNAZ,Incluido,Split Hi-Wall,AR12BSHZCWKNAZ,AR12BSHZCWKXAZ,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,880,12000,3520,2,3760.0,1287.5,1890.0,400.8,1890.0,287.8,,,6,485.0,A,7892509125024,Ativo,008048/2022
SAMSUNG,AR24BSHZCWKNAZ,Incluido,Split Hi-Wall,AR24BSHZCWKNAZ,AR24BSHZCWKXAZ,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1400,22000,6448,2,6930.0,2088.0,3480.0,760.0,3480.0,560.5,,,6,888.0,A,7892509125291,Ativo,008048/2022
SAMSUNG,AR18BVFAAWKNAZ,Incluido,Split Hi-Wall,AR18BVFAAWKNAZ,AR18BVFAAWKXAZ,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1250,18000,5280,2,5910.0,1677.7,2830.0,581.8,2780.0,407.0,,,6.20,703.0,A,7892509125208,Ativo,008048/2022
SAMSUNG,AR12CVFAMWKNAZ,Incluido,Split Hi-Wall,AR12CVFAMWKNAZ,AR12CVFAMWKXAZ,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,800,12000,3520,2,3470.0,1270.0,1930.0,430.1,1840.0,292.0,,,6.00,480.0,A,7892509126250,Ativo,008048/2022
SAMSUNG,AR12CVHZAWKNAZ,Incluido,Split Hi-Wall,AR12CVHZAWKNAZ,AR12CVHZAWKXAZ,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,800,12000,3520,2,3470.0,1270.0,1930.0,430.1,1840.0,292.0,,,6.00,480.0,A,7892509126274,Ativo,008048/2022
SAMSUNG,AR18CVFCABTNAZ,Incluido,Split Hi-Wall,AR18CVFCABTNAZ,AR18CVFCABTXAZ,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1250,18000,5280,2,5910.0,1677.7,2830.0,581.0,2780.0,407.0,,,6.20,703.0,A,7892509130400,Ativo,008048/2022
SAMSUNG,AR09CVFABWKNAZ,Incluido,Split Hi-Wall,AR09CVFABWKNAZ,AR09CVFABWKXAZ,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,480,9000,2640,2,2810.0,928.0,1230.0,285.0,1250.0,201.0,,,6.00,364.0,A,7892509131889,Ativo,008048/2022
TCL,TAC-24CHSA2-INV,Incluido,Split Hi-Wall,TAC-24CHSA2-INV,TAC-24CHSA2-INV,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1370,24000,7032,8.0,7032.0,2447.0,3241.0,742.0,3280.0,537.0,,,6.02,965.0,A,,Ativo,002355/2022
TCL,TAC-34CHSG2-INV,Incluido,Split Hi-Wall,TAC-34CHSG2-INV,TAC-34CHSG2-INV,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1590,34000,9962,9.0,10236.0,3185.0,4650.0,1090.0,5003.0,784.0,,,6.50,1301.0,A,,Ativo,002355/2022
CACEAIR,CACE01SFINV24INT / CACE01SFINV24EXT,Incluido,Split Hi-Wall,CACE01SFINV24INT,CACE01SFINV24EXT,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1280,24000,7032,3,6980.0,2150.0,3530.0,1045.0,3680.0,750.0,,,5.50,1120.0,A,,Ativo,008704/2025
PHILCO,PAC9000ITQFM12W,Incluido,Split Hi-Wall,PAC9000ITQFM12W,PAC9000ITQFM12W,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,550,9000,2700,2.5,2474.0,747.0,1410.0,388.0,1321.0,257.0,,,5.50,369.0,A,7899963911019,Ativo,003883/2020
PHILCO,PAC12000ITQFM9W,Incluido,Split Hi-Wall,PAC12000ITQFM9W,PAC12000ITQFM9W,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,760,12000,3500,2.5,3590.0,1288.0,1908.0,497.0,1586.0,320.0,,,5.50,515.0,A,7891356089503,Ativo,003883/2020
BRITÂNIA,BAC9000ITQFM9W PROTECT,Incluido,Split Hi-Wall,BAC9000ITQFM9W PROTECT,BAC9000ITQFM9W PROTECT,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,610,9000,2700,2.5,3042.0,1022.0,1445.0,378.0,1257.0,247.0,,,5.50,454.0,A,7891356092879,Ativo,003883/2020
BRITÂNIA,BAC12000ITQFM9W PROTECT,Incluido,Split Hi-Wall,BAC12000ITQFM9W PROTECT,BAC12000ITQFM9W PROTECT,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,760,12000,3500,2.5,3590.0,1288.0,1908.0,497.0,1586.0,320.0,,,5.50,515.0,A,7891356092930,Ativo,003883/2020
FONTAINE,FON02SFI18INT / FON02SFI18EXT,Incluido,Split Hi-Wall,FON02SFI18INT,FON02SFI18EXT,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,770,18000,5274,1,5013.0,1623.0,2701.0,613.0,2612.0,410.0,,,7.05,630.0,A,,Ativo,006679/2025
PHILCO,PAJ7FH,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,230,7500,2198,2,2030.0,693.0,,,,,,,3.10,542.0,A,7891356121401,Ativo,012278/2024
PHILCO,PAJ12FH,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,380,12000,3517,2.5,3490.0,1189.0,,,,,,,3.21,929.0,A,7891356121456,Ativo,012278/2024
PHILCO,PAJ24FH,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,600,24000,7030,2.5,6792.0,2488.0,,,,,,,2.89,1944.0,A,7899963917370,Ativo,012278/2024
PHILCO,PAC30000IFM15,Incluido,Split Hi-Wall,PAC30000IFM15,PAC30000IFM15,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1150,30000,8800,2.5,8536.0,3044.0,4352.0,1059.0,4079.0,721.0,,,5.50,1229.0,A,7899963913679,Ativo,007467/2023
BRITÂNIA,BAC12000IFM15,Incluido,Split Hi-Wall,BAC12000IFM15,BAC12000IFM15,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,400,12000,3500,2.5,3520.0,1253.0,1852.0,502.0,1632.0,321.0,,,5.50,530.0,A,7891356114908,Ativo,007467/2023
BRITÂNIA,BAC12000IQFM15,Incluido,Split Hi-Wall,BAC12000IQFM15,BAC12000IQFM15,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,530,12000,3500,2.5,3444.0,1128.0,1828.0,406.0,1830.0,296.0,,,5.50,470.0,A,7891356114939,Ativo,007467/2023
PRIME AIR,PRIME AIR 12000ITF2,Incluido,Split Hi-Wall,PRIME AIR 12000ITF2,PRIME AIR 12000ITF2,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,400,12000,3500,2.5,3520.0,1253.0,1852.0,502.0,1632.0,321.0,,,5.50,530.0,A,7899963916458,Ativo,007467/2023
BRITÂNIA,BAC24000IQFM15,Incluido,Split Hi-Wall,BAC24000IQFM15 ,BAC24000IQFM15 ,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1080,24000,7000,2.5,7468.0,2279.0,3843.0,711.0,3685.0,489.0,,,5.50,833.0,A,7891356115066,Ativo,007467/2023
PHILCO,PAC9000IQFM15 / PAC9000IQFM15E,Incluido,Split Hi-Wall,PAC9000IQFM15 / PAC9000IQFM15E,PAC9000IQFM15 / PAC9000IQFM15E,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,460,9000,2700,2.5,2687.0,862.0,1384.0,338.0,1315.0,228.0,,,5.50,369.0,A,7899963913464,Ativo,007467/2023
PHILCO,PAC18000IQFM15 / PAC18000IQFM15E,Incluido,Split Hi-Wall,PAC18000IQFM15 / PAC18000IQFM15E,PAC18000IQFM15 / PAC18000IQFM15E,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,860,18000,5200,2.5,5210.0,2024.0,2617.0,651.0,2497.0,457.0,,,5.50,800.0,A,7891356114755,Ativo,007467/2023
EOS,EAS12000IF2,Incluido,Split Hi-Wall,EAS12000IFI2,EAS12000IFE2,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,400,12000,3500,2.5,3520.0,1253.0,1852.0,502.0,1632.0,321.0,,,5.50,530.0,A,7891356119286,Ativo,007467/2023
EOS,EAS18000IF2,Incluido,Split Hi-Wall,EAS18000IFI2,EAS18000IFE2,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,580,18000,5200,2.5,5359.0,1858.0,2468.0,638.0,2359.0,443.0,,,5.50,764.0,A,7891356119347,Ativo,007467/2023
PHILCO,PAC9FF,Incluido,Split Hi-Wall,PAC9FF,PAC9FF,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,370,9000,2630,2.5,2500.0,865.0,1400.0,410.0,1200.0,255.0,,,5.50,292.0,A,7899963918407,Ativo,007467/2023
PHILCO,PAC9QF,Incluido,Split Hi-Wall,PAC9QF,PAC9QF,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,460,9000,2700,2.5,2687.0,862.0,1384.0,338.0,1315.0,228.0,,,5.50,369.0,A,7899963918438,Ativo,007467/2023
AIWA,AWS-AC-24QF,Incluido,Split Hi-Wall,AWS-EV-24QF,AWS-C-24QF,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1000,24000,7038,5,7100.0,2110.0,3650.0,762.0,3540.0,517.0,,,7,838.0,A,7898578156273,Ativo,009925/2025
FONTAINE,FCST12F-02,Incluido,Split Hi-Wall,FCST12FI-02,FCST12FE-02,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,450,12000,3516,1,3516.0,1172.0,,,,,3800.0,993.0,3.50,830.0,E,7898461975820,Ativo,009646/2022
AGRATTO,FACST9F - 02,Incluido,Split Hi-Wall,FACST9FI,FACST9FE,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,400,9000,2637,1,2637.0,879.0,,,,,2840.0,703.0,3.50,623.0,E,7898461977756,Ativo,009646/2022
AIWA,AWS-AC-9F,Incluido,Split Hi-Wall,AWS-EV-9F,AWS-C-9F,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,400,9000,2640,5,2090.0,950.0,1240.0,418.0,1255.0,248.0,,,5.50,314.0,A,7899882319330,Ativo,009925/2025
TECHFRIO,TECH01F18INT - TECH01F18EXT,Incluido,Split Hi-Wall,TECH01F18NT,TECH01F18EXT,Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,870,18000,3516,3,4450.0,1750.0,,,,,4990.0,1450.0,3.16,1162.0,F,,Ativo,003904/2023
HQ,CFHQ24IIS2AX / CFHQ24EIS2AX,Incluido,Split Hi-Wall,CFHQ24IIS2AX,CFHQ24EIS2AX,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1280,24000,7032,3,7042.0,2048.0,3562.0,989.0,3556.0,675.0,,,5.73,1016.0,A,,Ativo,000083/2021
HQ,CFHQ30IIS2AX / CFHQ30EIS2AX,Incluido,Split Hi-Wall,CFHQ30IIS2AX,CFHQ30EIS2AX,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1530,30000,8790,3,8750.0,2582.0,4526.0,1125.0,4613.0,825.0,,,5.71,1267.0,A,,Ativo,000083/2021
SIMPLEY,CFSPL09IIS2BX - CFSPL09EIS2BX,Incluido,Split Hi-Wall,CFSPL09IIS2BX,CFSPL09EIS2BX,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,490,9000,2637,3,2645.0,798.0,1322.0,365.0,1350.0,253.0,,,5.70,383.0,A,,Ativo,000083/2021
MBO,MBOINV18C2I,Incluido,Split Hi-Wall,,,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,740,18000,5300,2,4999.0,1504.0,,,,,,,5.89,2534.4,A,,Ativo,018194/2024
MBO,MBOINV12C2I,Incluido,Split Hi-Wall,,,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,500,12000,3500,2,3453.0,993.0,,,,,,,5.80,1689.6,A,,Ativo,018194/2024
VIX,AS-12CR2SVEDK04_IDU / AS-12CR2SVEDK04_ODU,Incluido,Split Hi-Wall,AS-12CR2SVEDK04_IDU,AS-12CR2SVEDK04_ODU,Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,770,12000,3516,1,3820.0,1143.0,,,,,4120.0,1029.0,3.62,773.0,E,7898753560048,Ativo,000588/2024
